policy_id,age,gender,marital_status,education,occupation,region,driving_experience_years,previous_accidents,traffic_violations,vehicle_year,vehicle_age,vehicle_make,vehicle_type,fuel_type,annual_mileage,engine_cc,coverage_type,annual_premium,deductible,policy_duration_years,multi_policy,credit_score,annual_income,num_dependents,claim_filed
169,67,Female,Married,Master,Student,Suburban,48,0,0,2011,13,Chevrolet,Hatchback,Diesel,5089,1000,Basic,2748.58,2000,11,1,452,38614,2,1
170,75,Female,Married,PhD,Retired,Suburban,54,0,2,2006,18,Mercedes,Hatchback,Electric,18959,2000,Basic,2598.36,250,1,0,474,101156,1,0
171,57,Female,Single,Master,Retired,Urban,39,0,3,2013,11,Volkswagen,Minivan,Hybrid,31211,1800,Basic,605.25,250,14,0,406,124059,3,0
172,54,Female,Married,None,Student,Suburban,32,0,1,2009,15,Chevrolet,Pickup,Petrol,34084,1500,Basic,471.01,1000,1,0,646,151078,2,0
173,24,Female,Married,PhD,Retired,Rural,1,1,0,2022,2,Audi,Sedan,Petrol,26082,3000,Comprehensive,2591.88,1500,14,0,376,143882,1,1
174,50,Male,Widowed,PhD,Self-Employed,Urban,29,0,1,2007,17,Chevrolet,Pickup,Electric,8889,3500,Comprehensive,2064.11,250,7,1,336,161048,2,0
175,68,Female,Married,PhD,Retired,Suburban,50,2,2,2015,9,Nissan,Coupe,Hybrid,28483,2000,Comprehensive,1521.84,250,13,0,302,104484,1,0
176,69,Female,Divorced,High School,Employed,Urban,48,0,1,2018,6,Honda,Hatchback,Diesel,11145,1200,Standard,882.09,500,12,1,410,123650,0,0
177,61,Male,Widowed,PhD,Unemployed,Rural,42,3,0,2006,18,Nissan,Pickup,Hybrid,21657,2000,Basic,2167.91,500,12,0,406,116556,2,0
178,38,Female,Widowed,None,Self-Employed,Suburban,17,3,5,2019,5,Ford,SUV,Hybrid,24743,2000,Comprehensive,1683.2,2000,14,1,522,67661,0,0
179,61,Female,Married,Bachelor,Unemployed,Rural,38,1,1,2016,8,Nissan,Pickup,Hybrid,27093,2000,Comprehensive,1072.01,1500,13,0,835,42910,0,1
180,30,Female,Married,Master,Retired,Urban,12,1,0,2022,2,Toyota,Hatchback,Hybrid,8358,1800,Comprehensive,2296.63,500,12,1,543,148935,3,0
181,36,Male,Widowed,PhD,Student,Rural,16,3,0,2013,11,BMW,Coupe,Hybrid,32196,1500,Comprehensive,2202.5,1000,13,0,498,92116,1,0
182,22,Male,Married,None,Employed,Suburban,4,0,1,2009,15,Ford,Coupe,Electric,5184,1500,Comprehensive,2831.24,250,3,1,352,178936,2,0
183,49,Female,Single,Master,Unemployed,Urban,30,0,2,2010,14,Volkswagen,Coupe,Hybrid,8012,1500,Basic,2091,1000,6,1,523,177078,2,0
184,70,Male,Single,Master,Student,Urban,47,1,1,2006,18,Hyundai,Pickup,Petrol,17644,1500,Comprehensive,1063.64,2000,14,1,826,148361,1,1
185,30,Female,Single,High School,Self-Employed,Rural,8,0,0,2011,13,Volkswagen,Sedan,Diesel,22621,2500,Comprehensive,2393.06,250,12,0,324,135383,2,1
186,29,Female,Single,None,Self-Employed,Suburban,8,0,1,2018,6,Hyundai,Sedan,Hybrid,27062,1200,Basic,2031.84,2000,2,0,374,108768,4,1
187,37,Male,Divorced,PhD,Student,Suburban,14,0,0,2012,12,Ford,Minivan,Hybrid,31108,2000,Comprehensive,1096.44,500,5,1,311,160103,3,1
188,54,Female,Single,Master,Self-Employed,Rural,31,2,0,2018,6,Nissan,SUV,Diesel,11029,1500,Standard,824.68,500,11,0,772,183997,2,1
189,24,Male,Widowed,Master,Retired,Urban,1,1,0,2024,0,Honda,SUV,Electric,20920,1800,Comprehensive,2080.44,2000,3,1,623,127278,0,1
190,63,Female,Divorced,Master,Self-Employed,Rural,40,0,0,2019,5,Hyundai,Hatchback,Hybrid,23077,1200,Comprehensive,1937.89,1000,14,0,501,84005,2,0
191,64,Male,Single,None,Employed,Rural,42,0,1,2006,18,Nissan,Hatchback,Hybrid,26427,2000,Standard,1359.75,2000,12,1,437,136818,2,1
192,18,Male,Married,None,Self-Employed,Suburban,0,0,3,2009,15,Chevrolet,Hatchback,Petrol,12170,2000,Basic,469.73,1000,4,0,511,150760,3,1
193,47,Male,Single,Master,Employed,Rural,25,1,0,2013,11,Audi,Coupe,Diesel,17342,2000,Standard,1886.73,250,9,1,685,73431,2,0
194,73,Female,Widowed,PhD,Unemployed,Urban,51,2,0,2012,12,Honda,Coupe,Electric,11930,1200,Basic,1278,250,11,0,724,101566,2,1
195,31,Male,Widowed,High School,Self-Employed,Urban,12,1,0,2021,3,Toyota,Coupe,Diesel,6832,1200,Basic,1694.93,1500,10,0,590,37478,0,0
196,48,Female,Married,Bachelor,Student,Rural,29,1,2,2010,14,Audi,Minivan,Electric,10495,2000,Standard,2790.35,2000,10,0,535,114145,1,1
197,73,Female,Married,None,Employed,Urban,52,2,1,2022,2,Nissan,Sedan,Petrol,20802,2000,Comprehensive,1756.07,250,15,1,834,125279,1,1
198,32,Female,Widowed,Master,Unemployed,Rural,9,1,0,2013,11,Chevrolet,SUV,Petrol,14282,1800,Comprehensive,1403.35,500,1,0,835,45888,2,0
199,31,Female,Widowed,Master,Employed,Urban,10,1,0,2022,2,Volkswagen,Coupe,Electric,25050,1500,Comprehensive,1373.13,500,7,1,483,112049,2,0
200,37,Female,Widowed,Bachelor,Employed,Rural,18,0,1,2010,14,Honda,SUV,Hybrid,30758,1500,Comprehensive,1957.87,250,3,1,305,38878,3,0
201,56,Female,Single,High School,Retired,Urban,36,0,0,2017,7,Volkswagen,Coupe,Electric,28317,3500,Basic,2853.43,500,11,1,749,17807,0,0
202,69,Female,Married,High School,Unemployed,Rural,47,1,1,2006,18,Hyundai,SUV,Petrol,10159,1200,Standard,2405.12,1000,11,1,715,168637,0,1
203,23,Female,Divorced,Master,Retired,Urban,1,3,0,2017,7,Audi,Sedan,Electric,10735,1500,Basic,1808.3,2000,5,1,419,149555,4,0
204,70,Female,Widowed,PhD,Unemployed,Suburban,51,1,3,2019,5,Chevrolet,Coupe,Petrol,20793,1200,Basic,1333.22,500,11,0,623,123114,4,0
205,18,Female,Married,Master,Employed,Suburban,0,1,0,2022,2,Ford,Pickup,Electric,16584,1500,Comprehensive,1026.5,500,8,0,540,78453,3,1
206,33,Female,Married,High School,Employed,Urban,10,3,0,2005,19,Nissan,Sedan,Hybrid,17163,2000,Standard,2724.93,2000,14,1,802,62938,4,0
207,35,Female,Married,None,Self-Employed,Urban,13,1,0,2022,2,Toyota,Coupe,Electric,17901,2500,Basic,1534.43,250,12,1,623,195672,0,0
208,42,Male,Divorced,Master,Unemployed,Suburban,23,0,0,2020,4,Audi,Hatchback,Electric,11026,1800,Basic,1431.55,1000,6,1,586,133155,0,1
209,32,Male,Divorced,Bachelor,Unemployed,Suburban,11,0,2,2009,15,Chevrolet,Sedan,Diesel,18812,1800,Comprehensive,1695.92,1000,13,1,607,80791,2,0
210,43,Male,Married,High School,Self-Employed,Suburban,22,2,0,2015,9,Mercedes,Hatchback,Electric,23361,1800,Standard,1229.18,1500,2,1,503,166218,2,0
211,29,Female,Divorced,Master,Unemployed,Suburban,6,0,0,2024,0,Mercedes,Pickup,Diesel,33451,1200,Standard,1438.9,2000,10,1,373,35738,0,1
212,36,Female,Widowed,Master,Student,Suburban,13,1,3,2018,6,Ford,SUV,Petrol,9097,2000,Comprehensive,979.45,250,4,0,706,42003,0,0
213,48,Male,Single,PhD,Unemployed,Urban,30,0,0,2017,7,Mercedes,SUV,Diesel,29169,1500,Comprehensive,641.31,2000,14,0,329,24215,2,0
214,38,Female,Widowed,None,Retired,Rural,17,0,3,2022,2,Ford,Coupe,Hybrid,25678,2000,Comprehensive,1474.44,2000,5,1,793,156470,0,1
215,44,Female,Married,Master,Employed,Urban,22,2,2,2016,8,Mercedes,Pickup,Petrol,27536,3000,Standard,1108.95,1500,13,1,536,16892,2,1
216,45,Female,Married,Bachelor,Student,Suburban,26,0,0,2012,12,Nissan,Coupe,Electric,14328,2000,Comprehensive,2483.78,1500,4,0,486,50815,0,0
217,57,Female,Divorced,None,Student,Urban,37,0,0,2022,2,Toyota,SUV,Petrol,14244,1500,Comprehensive,1483.72,250,4,0,454,18860,1,0
218,37,Female,Divorced,PhD,Employed,Suburban,19,2,3,2006,18,Mercedes,Pickup,Petrol,22799,1800,Basic,2718.39,1000,14,1,312,46971,4,0
219,42,Female,Married,High School,Self-Employed,Suburban,19,1,1,2011,13,Chevrolet,Pickup,Electric,15586,1200,Comprehensive,413.9,2000,9,0,559,141151,2,1
220,73,Male,Single,Bachelor,Student,Suburban,55,0,0,2008,16,Volkswagen,SUV,Petrol,6376,1800,Comprehensive,1583.23,2000,3,1,391,80201,0,1
221,66,Male,Single,Master,Self-Employed,Rural,44,1,0,2012,12,Hyundai,Coupe,Electric,31395,2500,Comprehensive,821.01,1500,6,0,556,25351,1,0
222,36,Female,Married,None,Self-Employed,Rural,16,0,0,2024,0,Nissan,SUV,Petrol,22404,1200,Standard,2512.43,2000,6,1,300,182254,2,0
223,74,Male,Divorced,None,Self-Employed,Suburban,51,0,3,2017,7,BMW,Coupe,Hybrid,30091,1800,Comprehensive,1064.45,1500,11,1,413,40233,2,1
224,26,Male,Single,Bachelor,Employed,Suburban,7,0,1,2017,7,Chevrolet,Coupe,Electric,6608,1500,Comprehensive,2238.18,250,15,0,803,35960,1,0
225,41,Female,Divorced,High School,Unemployed,Suburban,19,0,0,2014,10,Honda,SUV,Petrol,8316,2000,Comprehensive,1340.39,500,9,0,483,161387,2,0
226,24,Female,Widowed,PhD,Employed,Urban,5,0,1,2010,14,Nissan,Coupe,Hybrid,16544,3000,Comprehensive,2976.95,1000,14,1,722,181000,1,0
227,56,Male,Married,PhD,Unemployed,Rural,36,0,0,2017,7,Toyota,Minivan,Petrol,14321,1800,Comprehensive,664.73,1000,1,1,527,71314,3,1
228,62,Female,Married,High School,Employed,Suburban,42,0,0,2023,1,BMW,SUV,Electric,31577,1500,Comprehensive,1379.46,500,12,0,632,141493,0,0
229,62,Male,Divorced,High School,Unemployed,Suburban,44,1,3,2015,9,Hyundai,Pickup,Hybrid,33437,1200,Basic,2318.73,2000,15,0,691,29189,1,1
230,27,Female,Married,Bachelor,Employed,Rural,4,4,5,2024,0,Audi,Coupe,Petrol,12277,1800,Standard,699.63,1000,2,1,350,158694,1,1
231,67,Male,Married,PhD,Unemployed,Urban,46,0,1,2022,2,Audi,Minivan,Diesel,12940,1000,Standard,1173.21,2000,2,0,723,126028,1,1
232,59,Male,Divorced,Bachelor,Retired,Rural,38,1,0,2012,12,BMW,Minivan,Electric,10111,2000,Basic,603.4,250,4,0,594,18600,1,0
233,37,Female,Widowed,High School,Retired,Urban,14,0,0,2021,3,Mercedes,Coupe,Hybrid,25415,2000,Basic,2176.69,250,7,0,561,59648,0,1
234,35,Male,Widowed,High School,Employed,Suburban,12,0,2,2016,8,Honda,Sedan,Electric,33423,2500,Standard,924.16,1500,9,0,623,142051,3,0
235,29,Male,Widowed,None,Employed,Urban,10,3,0,2020,4,Volkswagen,Minivan,Diesel,5602,1500,Standard,1259.52,1000,4,1,363,179047,0,1
236,19,Female,Married,Bachelor,Retired,Suburban,0,0,1,2021,3,Audi,Minivan,Diesel,18675,1500,Basic,1451.46,1000,15,1,759,157143,0,0
237,55,Male,Married,Master,Unemployed,Urban,34,4,5,2009,15,Audi,SUV,Electric,7222,1800,Comprehensive,619.65,1000,14,0,330,98542,3,1
238,46,Female,Married,Bachelor,Employed,Urban,27,0,5,2024,0,Mercedes,Coupe,Diesel,24541,1500,Comprehensive,370.43,250,12,1,437,146681,3,1
239,29,Female,Widowed,PhD,Self-Employed,Urban,10,0,0,2005,19,Mercedes,Pickup,Diesel,29325,2000,Basic,2346,250,3,1,801,195319,1,0
240,33,Female,Widowed,High School,Unemployed,Rural,12,1,0,2023,1,Audi,Coupe,Petrol,22060,1200,Standard,2532.93,250,15,0,831,155999,1,0
241,53,Female,Single,Bachelor,Retired,Suburban,32,2,1,2014,10,Chevrolet,SUV,Hybrid,14647,1800,Basic,2162.87,500,8,1,392,146244,0,0
242,75,Male,Widowed,PhD,Retired,Suburban,57,0,1,2011,13,Chevrolet,Sedan,Electric,15619,2000,Comprehensive,2450.51,250,2,0,760,181218,1,0
243,42,Male,Widowed,None,Student,Urban,23,2,1,2009,15,Ford,SUV,Diesel,30203,2000,Standard,1131.77,1500,5,0,420,49490,4,1
244,18,Female,Widowed,PhD,Unemployed,Urban,0,2,0,2023,1,Chevrolet,Pickup,Hybrid,19479,1000,Comprehensive,317.75,2000,5,0,350,63454,0,1
245,72,Male,Divorced,Master,Employed,Urban,54,0,0,2014,10,Audi,Minivan,Diesel,19920,2000,Standard,2815,250,13,1,630,111618,3,0
246,66,Female,Single,Master,Student,Urban,48,1,0,2021,3,Volkswagen,Coupe,Diesel,27800,1500,Basic,595.12,2000,2,1,594,126949,2,1
247,57,Female,Married,None,Unemployed,Suburban,35,1,0,2010,14,Audi,SUV,Electric,11342,1000,Basic,1555.19,250,12,0,724,123538,0,0
248,69,Male,Single,Bachelor,Retired,Suburban,51,0,1,2015,9,Toyota,Sedan,Electric,16185,1500,Comprehensive,1963.18,250,14,0,498,101642,3,0
249,48,Female,Single,Bachelor,Student,Urban,25,0,2,2015,9,Chevrolet,Pickup,Petrol,32364,1800,Comprehensive,2257.4,1000,9,0,513,166361,2,0
250,74,Female,Single,Bachelor,Retired,Urban,54,4,1,2010,14,Audi,Coupe,Hybrid,11140,1800,Standard,2204.22,1000,12,0,578,123493,0,0
251,41,Female,Divorced,Bachelor,Unemployed,Suburban,22,0,2,2011,13,Honda,Pickup,Petrol,31182,1800,Comprehensive,716.01,1000,15,1,836,96358,2,1
252,70,Male,Married,High School,Student,Suburban,47,2,0,2014,10,Toyota,Minivan,Petrol,15921,1800,Basic,578.38,1000,1,1,514,99116,0,1
253,67,Female,Single,Master,Self-Employed,Urban,47,0,3,2022,2,Nissan,Sedan,Diesel,22777,1500,Standard,1031.84,1000,10,0,475,33675,1,0
254,52,Female,Single,Bachelor,Employed,Suburban,29,0,0,2007,17,Volkswagen,Pickup,Diesel,28090,1800,Comprehensive,1999.57,1500,10,1,619,102118,3,0
255,60,Male,Widowed,None,Self-Employed,Urban,37,0,0,2019,5,Chevrolet,SUV,Diesel,9709,2500,Comprehensive,996.74,1000,7,0,638,100134,1,1
256,40,Female,Widowed,Bachelor,Retired,Suburban,18,1,1,2017,7,Honda,Hatchback,Petrol,30966,1500,Standard,1382.2,1500,4,0,462,141451,1,1
257,55,Female,Widowed,None,Retired,Rural,32,0,1,2007,17,Audi,Pickup,Petrol,24404,1800,Standard,1798.74,1500,3,1,715,33247,2,0
258,56,Female,Divorced,PhD,Employed,Urban,37,2,2,2005,19,Ford,Minivan,Diesel,19843,1800,Standard,1962.04,1500,4,0,624,93573,2,0
259,37,Female,Divorced,High School,Unemployed,Urban,15,4,0,2009,15,Mercedes,Sedan,Electric,34526,1800,Basic,302.28,2000,14,1,412,88979,3,1
260,43,Female,Widowed,PhD,Student,Suburban,21,0,0,2009,15,BMW,Coupe,Hybrid,32634,3000,Standard,716.52,500,3,0,373,184971,0,0
261,49,Female,Married,High School,Self-Employed,Rural,28,2,2,2024,0,Volkswagen,Coupe,Diesel,19889,1800,Comprehensive,2514.19,1500,6,0,490,126351,2,0
262,72,Male,Divorced,PhD,Unemployed,Rural,52,0,0,2020,4,Hyundai,Sedan,Hybrid,27626,1200,Comprehensive,2274.49,1000,8,0,835,174926,0,0
263,65,Male,Divorced,None,Employed,Suburban,43,1,0,2021,3,Chevrolet,Coupe,Electric,18795,1500,Standard,1080.86,250,12,1,566,31100,2,0
264,54,Male,Divorced,None,Employed,Suburban,33,0,1,2013,11,Mercedes,SUV,Electric,14018,2500,Basic,2301.86,2000,3,0,757,111932,3,0
265,62,Male,Widowed,Bachelor,Unemployed,Urban,42,4,3,2024,0,Ford,Pickup,Hybrid,30243,1500,Comprehensive,1488.5,500,4,1,355,183364,0,1
266,47,Female,Widowed,Master,Student,Rural,25,0,1,2017,7,Chevrolet,Hatchback,Diesel,22381,2500,Basic,1079.74,1500,7,1,842,194011,4,1
267,40,Female,Divorced,Master,Retired,Suburban,22,0,1,2019,5,BMW,Minivan,Diesel,22037,1500,Comprehensive,2981.68,1000,9,0,308,32813,0,1
268,46,Female,Married,Master,Retired,Urban,28,0,0,2024,0,BMW,Coupe,Petrol,28202,3000,Basic,2612.39,500,7,0,413,197361,0,0
269,60,Male,Widowed,Master,Student,Rural,37,1,0,2010,14,Honda,Hatchback,Petrol,17543,1500,Basic,997.24,1000,3,1,371,143901,4,1
270,59,Female,Single,Bachelor,Unemployed,Suburban,40,1,0,2019,5,Mercedes,Sedan,Petrol,7389,1000,Comprehensive,976.61,1500,1,1,452,186144,2,0
271,60,Female,Divorced,Bachelor,Retired,Suburban,38,0,1,2020,4,Chevrolet,Pickup,Hybrid,32657,2000,Basic,1758.35,250,7,1,424,163699,2,0
272,39,Female,Widowed,High School,Employed,Suburban,17,2,0,2019,5,Mercedes,Minivan,Diesel,10787,1800,Standard,2083.98,1000,12,1,409,180312,2,0
273,74,Female,Married,Bachelor,Employed,Urban,56,1,1,2020,4,Volkswagen,Sedan,Electric,21373,1800,Standard,2909.75,250,1,1,357,103530,3,1
274,69,Female,Married,None,Self-Employed,Urban,51,1,0,2005,19,Chevrolet,Coupe,Petrol,12952,2000,Basic,338.79,250,15,1,399,134586,2,0
275,22,Male,Single,PhD,Unemployed,Rural,3,0,0,2015,9,Volkswagen,Hatchback,Petrol,27416,1800,Basic,1168.29,500,13,0,477,102950,0,1
276,28,Female,Married,PhD,Self-Employed,Rural,10,0,2,2024,0,Volkswagen,SUV,Petrol,33823,1800,Basic,319.5,250,12,1,726,196797,3,0
277,62,Male,Married,Bachelor,Retired,Rural,41,0,3,2024,0,Toyota,Coupe,Diesel,28501,1800,Basic,1993.42,1000,6,1,304,161200,0,1
278,24,Female,Married,PhD,Self-Employed,Suburban,6,0,2,2020,4,Chevrolet,SUV,Diesel,26959,3000,Basic,2041.12,1000,4,1,557,102633,2,0
279,47,Male,Single,High School,Unemployed,Urban,28,1,0,2008,16,Honda,SUV,Hybrid,24421,1800,Standard,836.63,1000,4,0,633,74711,0,0
280,73,Male,Widowed,Bachelor,Employed,Suburban,51,0,2,2009,15,BMW,Coupe,Hybrid,10834,1500,Basic,1535.9,500,11,1,576,68008,1,1
281,35,Male,Single,PhD,Student,Suburban,16,1,0,2014,10,Audi,SUV,Diesel,23943,3500,Basic,533.48,2000,8,0,784,136310,0,0
282,65,Male,Married,Master,Student,Rural,46,2,1,2009,15,Audi,Sedan,Hybrid,6449,1000,Standard,2280.39,2000,1,1,843,118368,1,0
283,70,Male,Widowed,PhD,Self-Employed,Urban,48,1,1,2018,6,BMW,SUV,Electric,14692,1500,Basic,343.01,1000,3,1,324,134233,1,1
284,29,Female,Widowed,High School,Employed,Suburban,6,0,0,2018,6,Mercedes,Minivan,Diesel,30811,2000,Comprehensive,2678.29,250,9,1,352,44089,1,0
285,20,Female,Divorced,Bachelor,Unemployed,Rural,2,1,1,2009,15,Hyundai,SUV,Petrol,26267,1800,Comprehensive,2652.05,500,13,0,628,107461,3,1
286,21,Male,Divorced,Master,Student,Suburban,0,0,0,2022,2,Nissan,Hatchback,Hybrid,25347,1500,Comprehensive,2852.49,250,4,1,389,36016,1,1
287,22,Male,Married,Master,Employed,Rural,3,0,2,2021,3,Toyota,Hatchback,Hybrid,27360,1800,Basic,1579.54,1500,8,0,598,64561,0,0
288,32,Female,Widowed,None,Retired,Rural,9,1,0,2021,3,Nissan,Pickup,Hybrid,14964,1800,Standard,763.69,1000,4,1,680,90535,2,1
289,47,Male,Married,None,Retired,Urban,28,2,1,2009,15,Ford,SUV,Petrol,6348,3500,Comprehensive,641.48,1000,6,0,510,162452,2,0
290,40,Male,Divorced,PhD,Unemployed,Urban,18,0,3,2017,7,Chevrolet,SUV,Hybrid,15492,1200,Comprehensive,1774.59,2000,6,1,785,90976,4,0
291,54,Male,Widowed,Master,Employed,Rural,33,2,0,2022,2,Honda,Hatchback,Petrol,18160,1800,Basic,1504.13,250,6,0,499,167943,2,0
292,67,Female,Married,High School,Employed,Rural,46,1,3,2021,3,Volkswagen,SUV,Hybrid,15412,1800,Comprehensive,2847.19,1000,7,0,737,111896,1,1
293,37,Female,Single,Bachelor,Student,Rural,16,2,0,2018,6,Volkswagen,SUV,Petrol,9706,1500,Standard,2968.63,2000,6,0,684,38186,0,0
294,35,Female,Married,None,Student,Rural,13,1,0,2010,14,Volkswagen,Hatchback,Hybrid,6383,2500,Standard,2553.38,1000,8,1,529,22035,3,1
295,58,Female,Single,Master,Student,Urban,37,2,1,2005,19,Honda,Hatchback,Hybrid,7186,1800,Standard,1868.88,2000,7,1,787,196992,3,1
296,19,Female,Married,None,Employed,Urban,0,0,1,2016,8,Ford,Sedan,Electric,16834,1500,Standard,431.53,1000,9,0,826,65807,2,1
297,66,Male,Divorced,Master,Retired,Suburban,43,1,0,2022,2,Audi,Hatchback,Diesel,5422,1200,Standard,1307.14,1500,7,1,466,41848,0,0
298,71,Male,Single,PhD,Student,Urban,53,2,3,2020,4,Hyundai,Hatchback,Electric,9555,2500,Comprehensive,1712.43,1000,3,1,329,46089,0,0
299,27,Male,Divorced,Bachelor,Self-Employed,Urban,9,0,1,2008,16,Honda,Sedan,Hybrid,29816,1800,Basic,591.11,2000,10,0,780,46174,3,1
300,18,Male,Single,None,Self-Employed,Rural,0,0,0,2007,17,Ford,Minivan,Electric,23997,1500,Basic,2608.87,2000,4,0,401,166554,2,0
301,63,Male,Divorced,Bachelor,Unemployed,Urban,40,0,0,2021,3,Chevrolet,Hatchback,Diesel,19406,2000,Basic,788.29,1000,7,1,519,149807,0,1
302,25,Female,Single,None,Self-Employed,Suburban,5,1,1,2006,18,Honda,Hatchback,Hybrid,8791,1500,Standard,1921.05,1000,11,1,531,160205,1,0
303,45,Male,Single,PhD,Retired,Urban,27,4,0,2008,16,Volkswagen,Pickup,Petrol,8906,1200,Standard,2176.6,250,12,0,366,110344,4,1
304,43,Male,Married,PhD,Student,Suburban,20,1,1,2017,7,Hyundai,Pickup,Hybrid,20877,1800,Basic,2373.6,250,2,1,801,145357,0,0
305,19,Male,Single,High School,Student,Rural,1,4,0,2015,9,Ford,Hatchback,Petrol,29909,1000,Comprehensive,2372.44,1500,4,1,809,143516,2,1
306,52,Male,Single,PhD,Employed,Suburban,31,0,0,2019,5,Toyota,Sedan,Diesel,23240,2000,Standard,2688.69,500,8,1,437,96909,2,0
307,25,Female,Widowed,PhD,Unemployed,Urban,3,0,0,2023,1,Volkswagen,Coupe,Electric,30115,3500,Standard,465.84,2000,1,0,675,106455,3,0
308,66,Female,Widowed,High School,Student,Suburban,46,0,0,2012,12,BMW,SUV,Electric,24416,1200,Comprehensive,476.85,1000,2,1,473,20167,2,1
309,45,Female,Divorced,High School,Student,Rural,27,4,0,2017,7,Hyundai,Coupe,Petrol,31487,1800,Comprehensive,2122.8,1000,8,1,470,176173,0,0
310,30,Female,Single,None,Self-Employed,Suburban,10,0,5,2017,7,BMW,Coupe,Petrol,28517,2500,Basic,1898.03,1000,2,1,737,69981,1,1
311,50,Female,Widowed,None,Retired,Urban,29,0,1,2019,5,Nissan,SUV,Petrol,25573,2000,Basic,1857.48,500,11,1,574,182228,2,0
312,67,Female,Single,None,Self-Employed,Suburban,46,0,0,2014,10,Volkswagen,Pickup,Electric,33186,2500,Basic,2011.6,1500,5,1,464,82225,2,1
313,27,Male,Single,Bachelor,Retired,Suburban,6,1,0,2006,18,BMW,SUV,Electric,9470,1000,Standard,2078.41,500,11,0,797,20218,0,0
314,38,Female,Single,PhD,Retired,Rural,15,2,0,2009,15,BMW,Sedan,Petrol,22103,2000,Comprehensive,2864.12,2000,5,1,392,77410,2,0
315,38,Female,Widowed,Bachelor,Student,Urban,19,0,0,2013,11,Chevrolet,Pickup,Electric,33275,1800,Standard,1740.37,250,6,1,786,193975,0,1
316,27,Female,Widowed,Master,Retired,Urban,4,3,1,2006,18,BMW,Hatchback,Hybrid,15134,2000,Comprehensive,1279.71,250,9,0,753,116835,0,0
317,34,Female,Single,Bachelor,Retired,Urban,15,2,1,2018,6,Toyota,Hatchback,Petrol,31974,2000,Standard,1571.95,1500,15,1,732,41318,3,0
318,50,Male,Divorced,PhD,Unemployed,Rural,28,1,0,2005,19,Toyota,Minivan,Diesel,25648,1800,Comprehensive,667.45,1500,4,1,621,165944,0,1
319,67,Male,Widowed,Master,Student,Suburban,44,0,0,2023,1,Hyundai,Hatchback,Diesel,7765,1500,Basic,1362.43,1500,14,0,321,21021,4,0
320,58,Male,Single,PhD,Self-Employed,Suburban,35,2,0,2024,0,Volkswagen,Coupe,Electric,9890,1200,Standard,759.33,2000,2,0,838,129074,2,0
321,70,Female,Single,Bachelor,Self-Employed,Urban,50,0,0,2009,15,Volkswagen,SUV,Diesel,32003,1500,Comprehensive,811.28,500,7,0,329,91072,4,1
322,33,Female,Widowed,High School,Employed,Suburban,14,2,5,2017,7,BMW,Minivan,Hybrid,28214,1800,Comprehensive,991.81,250,9,0,353,102257,4,1
323,56,Male,Single,Master,Unemployed,Rural,35,0,0,2016,8,Ford,Coupe,Petrol,24021,1200,Basic,1660.12,1000,15,1,435,38500,1,0
324,27,Female,Single,Master,Employed,Urban,6,2,2,2016,8,Volkswagen,Hatchback,Electric,25084,2500,Standard,1695.83,1500,15,0,623,143784,2,1
325,60,Female,Single,Bachelor,Self-Employed,Urban,41,0,0,2010,14,Chevrolet,Pickup,Petrol,34333,3000,Basic,1492.1,2000,8,1,804,44488,3,0
326,25,Female,Single,Bachelor,Retired,Urban,6,1,2,2023,1,Audi,SUV,Petrol,22236,2000,Basic,1424.33,250,4,1,396,101155,0,0
327,61,Male,Widowed,Master,Unemployed,Urban,41,0,0,2020,4,Chevrolet,Minivan,Electric,24470,2000,Standard,2918.38,2000,8,1,432,70408,3,0
328,36,Female,Single,High School,Unemployed,Rural,15,0,0,2012,12,Volkswagen,Sedan,Petrol,32929,1500,Standard,2404.63,1000,11,0,423,93262,1,0
329,69,Female,Married,Master,Employed,Suburban,47,0,0,2017,7,Chevrolet,Hatchback,Hybrid,7956,2000,Standard,1957.44,1500,11,1,395,25600,2,0
330,61,Male,Married,PhD,Unemployed,Rural,38,0,0,2018,6,Honda,Pickup,Electric,9869,3500,Comprehensive,2737.84,500,9,1,602,164038,0,1
331,24,Female,Widowed,High School,Student,Rural,1,1,0,2013,11,Audi,Sedan,Petrol,8733,2000,Standard,784.79,500,14,1,346,36834,1,0
332,38,Female,Widowed,None,Retired,Suburban,19,0,0,2024,0,Mercedes,Minivan,Petrol,19214,1800,Basic,1366.32,250,3,1,771,196352,1,0
333,65,Female,Divorced,None,Unemployed,Suburban,42,1,1,2017,7,Mercedes,Sedan,Diesel,9427,1000,Basic,2503.11,500,14,0,514,141121,2,0
334,45,Male,Single,Master,Student,Urban,24,0,0,2009,15,Chevrolet,Pickup,Hybrid,5643,2500,Comprehensive,955.1,1000,10,1,352,102516,0,0
335,63,Female,Widowed,PhD,Unemployed,Rural,40,1,0,2020,4,Volkswagen,Pickup,Hybrid,12599,2000,Comprehensive,351.35,2000,6,0,574,184948,1,0
336,49,Female,Widowed,PhD,Employed,Urban,29,1,0,2019,5,BMW,Coupe,Diesel,24256,3000,Standard,2788.69,1500,3,1,699,124277,3,0
