Claim_ID,Age,Gender,Policy_Type,Vehicle_Type,Accident_Type,Annual_Premium,Claim_Amount,Police_Report,Witness_Present,Past_Claims,Days_To_Claim,Incident_Location,Claim_Status
53274,49,Female,Gold,Truck,Minor,62770,494511,Yes,No,2,15,Rural,0
57525,60,Female,Gold,Hatchback,Total Loss,79167,348742,Yes,No,3,6,Rural,0
53606,50,Male,Gold,Truck,Minor,79618,307567,Yes,Yes,2,7,Rural,0
52171,29,Female,Premium,Sedan,Major,61350,571393,No,Yes,5,35,Urban,0
54602,66,Male,Basic,Sedan,Minor,66489,220723,No,Yes,3,35,Urban,0
51526,27,Male,Basic,Sedan,Major,51956,196299,No,No,5,55,Urban,0
53395,43,Female,Basic,SUV,Minor,63295,596632,No,Yes,4,18,Urban,0
52755,25,Female,Gold,Truck,Total Loss,82645,397365,No,No,3,48,Urban,0
51494,47,Male,Premium,Hatchback,Total Loss,73248,74603,No,Yes,0,41,Rural,0
52230,49,Female,Gold,SUV,Major,85920,111298,Yes,Yes,3,32,Urban,0
53680,19,Male,Gold,Hatchback,Minor,27817,3485946,Yes,Yes,1,19,Urban,0
51562,73,Female,Premium,Truck,Major,19798,476451,Yes,Yes,5,52,Rural,0
57722,39,Male,Gold,SUV,Total Loss,64999,361841,No,No,3,36,Rural,0
53605,58,Female,Gold,SUV,Total Loss,68842,336800,Yes,Yes,4,18,Urban,0
50411,63,Female,Premium,Hatchback,Minor,21897,82895,No,Yes,1,48,Urban,0
54291,54,Female,Basic,SUV,Major,30298,65777,Yes,No,4,16,Rural,0
56160,47,Male,Premium,Truck,Minor,52343,13578,No,No,0,34,Rural,0
50061,37,Female,Basic,Truck,Major,21384,138051,Yes,Yes,3,25,Rural,0
57461,43,Female,Premium,SUV,Total Loss,26382,307567,Yes,Yes,4,15,Rural,0
50666,65,Female,Basic,Sedan,Minor,29989,11857,No,No,4,6,Urban,0
50429,50,Male,Premium,Hatchback,Major,47291,571072,No,Yes,0,28,Urban,0
57152,33,Male,Premium,Hatchback,Total Loss,84310,107863,Yes,Yes,5,16,Rural,0
55049,52,Female,Basic,Truck,Minor,41690,429799,Yes,Yes,3,18,Rural,0
50876,47,Female,Basic,SUV,Minor,52464,463378,Yes,Yes,4,43,Urban,0
51330,21,Female,Premium,Sedan,Minor,43234,233164,No,No,2,7,Urban,0
55402,22,Male,Basic,Truck,Major,33480,309486,No,No,3,36,Rural,0
54837,46,Female,Basic,SUV,Total Loss,64269,325569,Yes,Yes,1,43,Rural,0
52485,19,Male,Premium,Hatchback,Total Loss,62501,111327,Yes,Yes,4,29,Rural,0
53940,52,Male,Premium,Truck,Total Loss,68787,466600,Yes,Yes,5,3,Rural,0
53679,66,Male,Gold,Truck,Major,52464,307567,Yes,Yes,3,31,Rural,0
52545,18,Female,Gold,SUV,Minor,46632,413119,Yes,No,2,54,Rural,0
55076,58,Male,Gold,Hatchback,Total Loss,28606,326260,Yes,No,0,42,Urban,0
54445,48,Female,Gold,Sedan,Total Loss,75029,58017,No,Yes,0,9,Rural,0
54635,53,Female,Basic,SUV,Major,78734,161495,Yes,No,1,27,Urban,0
55199,56,Female,Basic,Truck,Major,68319,307567,Yes,No,5,23,Urban,0
53614,72,Female,Premium,SUV,Major,56256,285374,Yes,Yes,5,20,Rural,0
55123,45,Female,Premium,Truck,Total Loss,35802,345916,No,Yes,4,1,Rural,0
51762,25,Female,Gold,SUV,Minor,27220,593769,No,Yes,1,24,Rural,0
54265,21,Male,Gold,Sedan,Major,87188,253180,Yes,Yes,2,10,Rural,0
51647,38,Male,Premium,SUV,Major,29905,316732,Yes,No,5,15,Rural,0
54579,63,Male,Gold,Truck,Minor,49207,366464,Yes,Yes,1,50,Rural,0
55455,23,Female,Gold,Sedan,Total Loss,67975,580314,Yes,Yes,3,14,Urban,0
57378,56,Female,Basic,Sedan,Minor,63901,546795,No,Yes,0,52,Rural,0
57872,31,Female,Premium,SUV,Minor,19047,590813,No,No,4,9,Urban,0
56116,38,Female,Premium,Sedan,Total Loss,52429,307567,Yes,Yes,3,39,Urban,0
53794,19,Female,Basic,Sedan,Major,52464,210828,No,No,4,57,Urban,0
52459,29,Female,Gold,Truck,Major,67197,547347,No,No,2,43,Rural,0
55695,46,Female,Gold,Hatchback,Major,45052,522211,No,No,4,16,Rural,0
50308,40,Male,Gold,SUV,Total Loss,65787,344248,Yes,Yes,3,50,Urban,0
56593,61,Female,Gold,Truck,Total Loss,57891,446863,Yes,Yes,5,44,Rural,0
53727,20,Male,Gold,Hatchback,Minor,83945,457691,No,No,1,50,Urban,0
50258,70,Male,Gold,Truck,Major,56378,2682054,Yes,Yes,5,57,Urban,0
53932,26,Male,Gold,Hatchback,Minor,48557,322317,No,Yes,4,14,Rural,0
54926,47,Male,Premium,Sedan,Total Loss,37659,492588,Yes,No,1,19,Urban,0
52588,70,Male,Gold,Sedan,Total Loss,46461,475099,No,No,3,31,Urban,0
56640,40,Female,Premium,Truck,Minor,84023,558391,No,Yes,1,38,Urban,0
57693,21,Male,Premium,Sedan,Total Loss,42226,486394,No,No,0,57,Rural,0
54698,58,Male,Gold,SUV,Minor,48310,483427,Yes,Yes,1,48,Urban,0
53654,68,Female,Basic,Hatchback,Total Loss,59327,328145,Yes,Yes,2,55,Rural,0
54002,57,Male,Gold,SUV,Major,84836,547104,Yes,Yes,5,3,Rural,0
57729,49,Female,Basic,Sedan,Minor,82261,344743,No,No,0,13,Rural,0
51711,53,Female,Gold,Hatchback,Total Loss,16407,576976,No,No,2,20,Rural,0
51478,37,Female,Basic,Truck,Major,74931,122888,Yes,No,1,8,Urban,0
50129,56,Female,Gold,SUV,Minor,87769,96081,No,Yes,0,8,Urban,0
57700,39,Female,Premium,Hatchback,Major,27744,291362,No,No,3,47,Rural,0
55804,45,Male,Gold,SUV,Major,40561,490237,No,Yes,4,17,Urban,0
50340,41,Male,Gold,Sedan,Minor,74588,305915,No,Yes,1,54,Rural,0
52796,27,Male,Gold,Hatchback,Total Loss,72239,346103,No,Yes,1,50,Rural,0
50706,64,Male,Basic,Truck,Total Loss,54218,326605,No,Yes,1,57,Rural,0
54427,65,Male,Premium,SUV,Major,34431,529835,Yes,Yes,1,27,Urban,0
56841,21,Male,Basic,Truck,Major,35723,307567,No,Yes,5,38,Urban,0
56380,45,Male,Premium,Sedan,Minor,52464,437001,No,Yes,3,30,Rural,0
56392,74,Female,Basic,SUV,Total Loss,80422,160738,No,No,4,28,Rural,0
54933,62,Male,Premium,Sedan,Total Loss,88601,277290,No,No,0,44,Urban,0
51023,42,Female,Basic,Truck,Total Loss,15382,465198,Yes,Yes,2,15,Rural,0
54447,33,Female,Gold,Hatchback,Minor,76445,414385,No,No,1,32,Rural,0
51555,25,Female,Basic,Hatchback,Total Loss,52464,588671,Yes,Yes,3,42,Rural,0
56206,34,Female,Premium,Truck,Major,37168,177645,Yes,No,0,57,Urban,0
56722,45,Male,Gold,SUV,Total Loss,70290,422852,No,Yes,1,50,Urban,0
51610,69,Female,Premium,SUV,Total Loss,80546,96200,No,No,2,1,Urban,0
55951,40,Male,Basic,Hatchback,Minor,52464,219762,Yes,Yes,1,20,Urban,0
51299,70,Female,Gold,SUV,Major,61280,87688,No,Yes,2,1,Rural,0
54793,59,Male,Basic,Hatchback,Total Loss,52464,529335,Yes,No,3,55,Urban,0
57502,74,Male,Premium,SUV,Minor,37355,217904,No,Yes,5,49,Urban,0
56946,26,Female,Premium,Sedan,Total Loss,87180,416347,Yes,Yes,5,24,Urban,0
55100,72,Male,Gold,SUV,Total Loss,57398,139105,No,Yes,1,6,Urban,0
52571,31,Female,Gold,Truck,Major,30730,554129,No,No,3,55,Urban,0
55967,38,Female,Premium,SUV,Total Loss,44733,536065,Yes,No,2,37,Urban,0
54192,40,Female,Gold,SUV,Total Loss,67624,482996,No,No,2,32,Urban,0
52043,70,Female,Basic,Hatchback,Total Loss,42330,305737,No,No,3,25,Urban,0
55427,44,Female,Premium,Truck,Major,27218,23796,Yes,No,2,23,Urban,0
50619,20,Male,Premium,Truck,Major,69029,524064,No,Yes,4,9,Rural,0
55580,60,Male,Premium,Truck,Total Loss,54666,221965,No,Yes,4,1,Rural,0
50922,38,Female,Premium,Sedan,Total Loss,66065,18332,Yes,No,3,40,Rural,0
56045,68,Male,Premium,SUV,Minor,56614,58696,No,Yes,4,10,Urban,0
50277,28,Female,Premium,SUV,Major,18111,402166,No,Yes,2,13,Urban,0
57385,43,Male,Gold,Hatchback,Minor,52464,264553,No,Yes,3,46,Urban,0
52617,29,Female,Premium,Truck,Major,26631,114082,No,Yes,3,5,Urban,0
54258,65,Female,Premium,SUV,Total Loss,15983,96978,Yes,No,5,24,Urban,0
53340,61,Male,Basic,Hatchback,Total Loss,77963,307567,Yes,No,3,21,Urban,0
54464,52,Male,Gold,SUV,Minor,52464,310245,No,No,1,23,Rural,0
55761,51,Male,Basic,Hatchback,Minor,65748,457716,No,Yes,5,6,Rural,0
55098,24,Male,Premium,SUV,Major,72647,537105,Yes,Yes,3,46,Rural,0
52568,36,Female,Premium,Sedan,Major,76426,307567,No,Yes,4,15,Rural,0
54940,30,Female,Premium,Hatchback,Total Loss,59809,259367,Yes,Yes,3,38,Urban,0
53269,63,Male,Basic,Sedan,Major,51612,10505,Yes,Yes,1,25,Rural,0
51208,43,Female,Basic,SUV,Total Loss,37482,424424,Yes,Yes,5,25,Urban,0
50112,42,Male,Gold,SUV,Minor,89864,59026,No,No,0,28,Rural,0
53564,74,Male,Gold,SUV,Minor,76178,357810,No,Yes,5,31,Urban,0
50430,20,Male,Gold,Sedan,Minor,36817,117251,No,No,5,37,Rural,0
50659,27,Male,Gold,Truck,Major,71193,441344,Yes,No,2,43,Urban,0
53327,46,Female,Premium,SUV,Major,22249,307567,No,Yes,4,31,Urban,0
55561,53,Female,Premium,Hatchback,Minor,53355,594247,No,Yes,2,30,Rural,0
50538,64,Female,Gold,Sedan,Total Loss,26881,49865,Yes,No,4,50,Rural,0
50431,35,Female,Premium,Hatchback,Major,88666,221266,Yes,No,1,2,Urban,0
57883,40,Male,Basic,SUV,Major,60078,151529,Yes,Yes,1,23,Rural,0
50704,69,Male,Basic,Hatchback,Total Loss,58266,284371,Yes,Yes,4,2,Urban,0
50168,68,Male,Premium,Hatchback,Total Loss,50712,452012,Yes,No,5,56,Rural,0
50976,51,Female,Basic,Truck,Major,72564,500212,No,Yes,5,12,Rural,0
57617,56,Male,Premium,Hatchback,Minor,34015,378977,Yes,No,5,39,Urban,0
53338,25,Male,Gold,Hatchback,Major,45950,307567,Yes,Yes,2,48,Rural,0
53183,41,Female,Premium,Sedan,Total Loss,74175,309938,Yes,Yes,5,8,Urban,0
51362,53,Male,Premium,Hatchback,Minor,76349,461498,Yes,No,0,57,Rural,0
51366,22,Male,Premium,Hatchback,Total Loss,47719,280204,Yes,No,1,51,Rural,0
53439,55,Male,Gold,Hatchback,Total Loss,33638,176969,Yes,Yes,5,32,Rural,0
56957,45,Male,Basic,Hatchback,Minor,54208,221312,Yes,No,2,53,Urban,0
57949,35,Female,Gold,SUV,Major,83813,361997,Yes,Yes,4,54,Urban,0
52312,58,Female,Gold,Truck,Minor,48146,414893,Yes,No,4,4,Urban,0
56973,31,Female,Basic,Sedan,Total Loss,39487,43382,Yes,Yes,5,36,Rural,0
54301,66,Male,Premium,Sedan,Minor,68046,307567,No,Yes,3,8,Rural,0
51050,43,Male,Basic,Hatchback,Minor,67056,559895,Yes,No,0,42,Urban,0
57141,48,Male,Gold,Hatchback,Minor,26693,332780,Yes,No,4,35,Rural,0
55736,31,Male,Gold,SUV,Minor,77890,283785,No,Yes,0,13,Urban,0
53823,74,Male,Gold,Hatchback,Major,54984,102486,No,Yes,0,18,Rural,0
50814,37,Female,Gold,Hatchback,Major,66861,78736,Yes,Yes,0,35,Rural,0
57200,66,Female,Gold,Truck,Major,72944,155815,Yes,Yes,3,19,Urban,0
53609,21,Female,Basic,Truck,Major,75044,56569,Yes,No,5,42,Rural,0
57383,46,Female,Premium,SUV,Major,85355,450397,No,Yes,5,9,Rural,0
56658,69,Male,Basic,Truck,Major,70099,366554,Yes,No,5,15,Rural,0
54797,51,Female,Basic,Truck,Total Loss,46559,368957,No,No,5,26,Rural,0
50489,39,Male,Premium,Hatchback,Major,42258,69902,Yes,Yes,3,51,Urban,0
52345,73,Male,Basic,Sedan,Minor,85958,78969,No,No,1,12,Rural,0
57856,67,Female,Basic,Hatchback,Major,30929,320782,Yes,Yes,1,16,Urban,0
52307,21,Female,Gold,Sedan,Major,81492,27291,No,No,4,49,Urban,0
54266,66,Female,Gold,Truck,Total Loss,52464,252084,No,No,2,36,Urban,0
50616,60,Male,Gold,Sedan,Major,72260,6803,No,No,3,10,Rural,0
57951,68,Male,Basic,SUV,Minor,29641,312571,Yes,Yes,3,38,Rural,0
50219,44,Male,Premium,SUV,Major,65426,307567,No,No,0,36,Rural,0
50985,59,Female,Gold,Sedan,Minor,17435,488025,No,No,5,15,Rural,0
55378,40,Male,Premium,Truck,Total Loss,32248,7213,No,Yes,0,12,Rural,0
50016,57,Male,Premium,Truck,Total Loss,43568,475856,No,No,4,38,Rural,0
54664,54,Female,Gold,Truck,Total Loss,62724,271055,No,No,1,2,Urban,0
53944,58,Female,Premium,Truck,Total Loss,20155,71998,No,Yes,5,43,Urban,0
50257,19,Female,Basic,Truck,Major,74016,173878,Yes,Yes,5,42,Urban,0
55239,19,Male,Gold,Hatchback,Major,17477,466741,No,Yes,1,56,Urban,0
53793,28,Female,Gold,Hatchback,Minor,26882,221415,No,No,2,1,Rural,0
51342,53,Male,Basic,Sedan,Minor,39817,278214,No,No,4,14,Rural,0
54365,53,Female,Gold,Hatchback,Total Loss,40516,553522,Yes,No,4,49,Urban,0
50645,58,Female,Gold,Sedan,Total Loss,24827,307567,No,Yes,3,30,Rural,0
51970,20,Female,Gold,Sedan,Major,42962,437654,No,No,1,26,Urban,0
57428,45,Female,Premium,Truck,Major,30931,451072,Yes,No,4,55,Rural,0
57015,56,Female,Premium,Truck,Total Loss,67158,218751,No,Yes,1,49,Urban,0
54890,71,Female,Gold,Truck,Minor,87590,254422,Yes,No,0,40,Urban,0
50296,58,Male,Basic,Sedan,Major,64729,385644,Yes,Yes,1,1,Rural,0
53753,29,Male,Basic,Hatchback,Minor,57241,140688,No,Yes,4,48,Urban,0
56779,66,Female,Premium,Truck,Major,70651,81350,Yes,No,0,2,Urban,0
57331,64,Female,Premium,Truck,Major,52464,447159,No,No,0,7,Urban,0
56631,64,Male,Gold,SUV,Total Loss,52464,123363,No,Yes,3,36,Urban,0
52346,58,Female,Gold,Sedan,Total Loss,75346,144728,No,No,0,49,Urban,0
51424,72,Female,Gold,Sedan,Minor,47887,307567,No,Yes,4,15,Urban,0
56741,64,Male,Basic,Truck,Major,69395,49237,Yes,Yes,0,36,Rural,0
51162,26,Female,Premium,SUV,Total Loss,75309,331831,Yes,Yes,3,46,Urban,0
52444,20,Female,Gold,Truck,Total Loss,87006,115123,No,No,3,3,Rural,0
54925,48,Female,Premium,SUV,Major,44713,231976,Yes,Yes,3,13,Urban,0
55386,46,Male,Premium,Hatchback,Major,47869,393505,Yes,Yes,5,17,Rural,0
55885,51,Female,Gold,Truck,Total Loss,28095,541322,Yes,No,1,58,Urban,0
53672,45,Male,Premium,Hatchback,Major,53830,584860,Yes,Yes,1,36,Urban,0
52389,29,Male,Gold,Sedan,Minor,55239,215970,Yes,Yes,5,58,Urban,0
50019,39,Female,Basic,Sedan,Minor,57331,261457,Yes,Yes,5,37,Urban,0
54525,59,Female,Gold,Sedan,Total Loss,84078,528097,Yes,No,0,21,Urban,0
52259,50,Female,Gold,Truck,Minor,34347,401103,No,Yes,3,28,Rural,0
51059,64,Male,Basic,Truck,Major,68273,156615,No,Yes,3,12,Rural,0
54227,41,Female,Gold,Hatchback,Minor,68269,315095,No,Yes,3,5,Rural,0
57804,60,Male,Premium,Truck,Minor,72428,526635,No,Yes,3,42,Urban,0
51129,64,Female,Premium,Hatchback,Total Loss,62993,347265,Yes,No,1,17,Urban,0
50578,56,Male,Gold,SUV,Major,60832,544553,Yes,No,1,14,Rural,0
56188,63,Male,Basic,Sedan,Minor,76025,416885,Yes,Yes,2,5,Rural,0
51147,50,Male,Gold,Sedan,Major,52363,112030,Yes,No,3,36,Rural,0
53938,28,Female,Gold,Truck,Minor,75584,219800,Yes,No,0,3,Rural,0
56576,63,Male,Gold,Hatchback,Total Loss,59617,504470,Yes,Yes,5,13,Urban,0
53048,36,Male,Premium,Sedan,Major,52464,226255,Yes,No,2,4,Urban,0
54267,62,Male,Premium,Truck,Minor,35771,481144,Yes,No,4,39,Urban,0
54654,42,Male,Premium,Truck,Total Loss,47368,259307,No,No,5,31,Rural,0
52115,23,Male,Gold,Hatchback,Total Loss,23072,352429,Yes,No,4,33,Urban,0
51363,43,Female,Premium,SUV,Total Loss,52930,206309,No,No,0,42,Rural,0
52623,42,Female,Gold,Hatchback,Minor,60923,307567,Yes,Yes,0,41,Urban,0
53690,23,Female,Premium,Hatchback,Total Loss,49318,50653,Yes,Yes,0,42,Rural,0
53427,35,Female,Gold,Truck,Major,34790,2035224,No,Yes,3,40,Rural,0
54686,56,Male,Basic,SUV,Minor,55702,573838,Yes,No,3,53,Rural,0
50371,73,Male,Premium,Sedan,Total Loss,35185,89419,Yes,No,4,49,Urban,0
50954,34,Male,Basic,Truck,Total Loss,36876,526963,Yes,Yes,0,57,Rural,0
53778,37,Male,Basic,Sedan,Total Loss,19302,261788,No,Yes,5,31,Urban,0
53465,37,Female,Basic,Hatchback,Major,20259,203689,Yes,Yes,0,32,Urban,0
57266,32,Female,Basic,Truck,Total Loss,20673,480076,No,No,5,27,Rural,0
51973,29,Male,Premium,SUV,Minor,87617,367499,No,Yes,4,11,Urban,0
52765,36,Female,Basic,Sedan,Major,76006,206203,Yes,Yes,1,18,Urban,0
55387,41,Male,Gold,SUV,Total Loss,51603,306570,No,No,2,1,Urban,0
54848,57,Male,Premium,SUV,Minor,86036,505487,Yes,No,4,21,Urban,0
54322,68,Female,Premium,Truck,Minor,39884,356011,Yes,Yes,4,36,Rural,0
50912,20,Female,Basic,Sedan,Minor,70331,415486,Yes,No,5,38,Rural,0
56514,60,Male,Premium,Hatchback,Major,20364,223465,Yes,Yes,5,48,Urban,0
53189,48,Male,Basic,Hatchback,Major,64827,216817,Yes,Yes,4,8,Rural,0
51954,30,Male,Basic,Truck,Major,41076,489909,Yes,Yes,3,29,Rural,0
54751,70,Female,Premium,Truck,Minor,40692,29568,No,No,1,35,Urban,0
51039,38,Female,Gold,Sedan,Major,25943,243302,Yes,Yes,1,54,Urban,0
52546,72,Female,Gold,SUV,Minor,52515,583374,No,Yes,5,52,Rural,0
56228,63,Female,Basic,Hatchback,Minor,37390,205591,No,No,1,2,Rural,0
56395,49,Male,Gold,Hatchback,Major,52464,491405,Yes,No,5,14,Urban,0
50424,50,Male,Basic,Hatchback,Minor,63091,366949,No,Yes,2,54,Urban,0
50884,18,Female,Premium,SUV,Minor,67865,256238,Yes,No,3,32,Urban,0
53289,63,Male,Premium,Hatchback,Minor,18411,591477,No,No,4,52,Rural,0
51347,32,Male,Premium,Sedan,Minor,25473,340033,No,No,3,47,Rural,0
57028,29,Male,Premium,Hatchback,Total Loss,49575,250558,No,Yes,4,58,Urban,0
57267,29,Male,Gold,SUV,Major,61772,225292,No,No,1,17,Rural,0
51565,33,Male,Premium,Hatchback,Total Loss,71060,492309,No,Yes,3,1,Rural,0
54167,44,Female,Premium,SUV,Major,45398,312742,Yes,No,0,5,Rural,0
57824,57,Female,Basic,Truck,Minor,49572,398347,Yes,Yes,5,20,Urban,0
57475,45,Male,Basic,SUV,Major,64073,195948,Yes,No,1,23,Rural,0
54031,55,Female,Gold,Sedan,Minor,24176,117212,No,Yes,2,12,Urban,0
52522,55,Male,Basic,SUV,Minor,60281,469021,Yes,Yes,4,50,Urban,0
50551,39,Female,Basic,SUV,Major,83494,197477,No,No,4,36,Urban,0
56482,50,Female,Premium,Hatchback,Minor,42243,415367,Yes,Yes,2,28,Urban,0
50493,59,Female,Basic,Hatchback,Minor,52464,384823,Yes,Yes,4,33,Urban,0
54509,25,Male,Basic,Hatchback,Major,23669,397019,Yes,Yes,0,3,Urban,0
55798,60,Male,Gold,Sedan,Total Loss,37323,29432,No,No,2,10,Urban,0
53042,67,Female,Premium,Sedan,Minor,59791,286878,Yes,Yes,1,50,Urban,0
53483,20,Female,Premium,Truck,Total Loss,66944,85962,No,Yes,5,10,Rural,0
56148,60,Female,Basic,Sedan,Minor,84222,253857,No,Yes,5,8,Urban,0
52081,54,Female,Basic,Hatchback,Total Loss,71754,537763,No,Yes,0,56,Urban,0
55833,74,Male,Premium,Truck,Major,24779,515036,No,No,2,15,Urban,0
50235,66,Female,Premium,Hatchback,Total Loss,69146,434112,Yes,Yes,5,32,Urban,0
55352,50,Female,Gold,SUV,Minor,46635,377626,Yes,No,1,25,Urban,0
51468,43,Female,Gold,Hatchback,Total Loss,77722,58074,Yes,No,0,41,Rural,0
56551,73,Male,Premium,Truck,Minor,34558,581078,No,No,0,29,Rural,0
53865,69,Male,Basic,Truck,Major,34882,278455,No,No,4,15,Rural,0
52418,73,Male,Gold,SUV,Major,25545,67718,No,Yes,4,9,Urban,0
55560,36,Female,Gold,SUV,Major,87436,536162,Yes,Yes,1,19,Rural,0
52005,73,Male,Basic,Truck,Total Loss,52464,290959,Yes,No,3,3,Urban,0
56950,64,Male,Basic,Sedan,Total Loss,86535,619020,Yes,Yes,0,57,Urban,0
51577,27,Male,Premium,Hatchback,Total Loss,72822,43789,Yes,No,3,21,Rural,0
50699,26,Female,Premium,Truck,Total Loss,38350,540086,No,Yes,1,3,Urban,0
56083,36,Female,Premium,Truck,Major,63866,135171,Yes,No,5,10,Rural,0
51984,55,Male,Basic,Truck,Major,80110,572806,Yes,No,2,42,Urban,0
52278,32,Female,Premium,Truck,Total Loss,62141,367421,Yes,Yes,3,48,Urban,0
57235,51,Male,Gold,SUV,Major,55452,89872,Yes,No,0,20,Rural,0
56863,62,Male,Basic,Hatchback,Major,74264,307567,Yes,No,4,18,Urban,0
54158,68,Male,Basic,SUV,Total Loss,52464,366460,No,No,0,14,Rural,0
56209,72,Female,Gold,Sedan,Total Loss,86176,84820,No,Yes,5,41,Urban,0
54311,21,Male,Gold,Hatchback,Minor,38709,533545,No,Yes,2,33,Urban,0
55773,70,Male,Basic,Truck,Major,68734,576485,No,No,1,6,Rural,0
51592,37,Female,Premium,Truck,Total Loss,22792,185296,No,No,0,55,Urban,0
52860,19,Male,Premium,Hatchback,Major,28982,488589,No,No,5,27,Rural,0
53507,27,Male,Gold,Truck,Total Loss,57849,483981,No,No,0,7,Rural,0
56528,55,Male,Premium,Hatchback,Total Loss,32456,11033,No,No,4,2,Urban,0
57594,26,Female,Basic,Sedan,Major,19038,82159,Yes,Yes,3,19,Rural,0
51448,44,Male,Basic,Sedan,Major,85156,437727,Yes,Yes,5,34,Rural,0
54816,30,Female,Basic,Truck,Minor,79211,314098,Yes,Yes,1,44,Urban,0
53540,24,Male,Gold,Hatchback,Major,62756,194681,Yes,Yes,0,41,Urban,0
54809,74,Male,Premium,SUV,Total Loss,35432,444486,Yes,Yes,2,54,Rural,0
50017,41,Male,Gold,Truck,Major,77907,62847,Yes,Yes,5,52,Urban,0
57220,71,Male,Premium,Hatchback,Minor,50966,410971,Yes,Yes,3,50,Rural,0
51736,56,Female,Premium,Sedan,Major,67904,258688,Yes,No,2,45,Urban,0
54129,21,Female,Gold,Hatchback,Major,24304,233963,Yes,Yes,4,53,Rural,0
55170,37,Male,Gold,Sedan,Total Loss,77448,305951,No,Yes,4,28,Rural,0
55548,67,Male,Premium,Truck,Major,87905,486470,No,No,4,31,Rural,0
57241,57,Female,Premium,Hatchback,Total Loss,20116,2449458,No,No,0,12,Rural,0
55445,39,Male,Gold,SUV,Minor,52464,247491,No,Yes,4,31,Urban,0
55331,72,Female,Premium,Sedan,Major,37694,259410,No,Yes,3,17,Urban,0
56405,42,Female,Premium,SUV,Minor,57886,72152,No,No,2,39,Urban,0
51849,72,Female,Gold,Truck,Minor,87739,595324,No,No,2,26,Urban,0
53812,43,Female,Gold,SUV,Major,79579,306219,No,No,0,11,Urban,0
57004,23,Female,Basic,Hatchback,Major,76212,67263,No,Yes,3,20,Rural,0
57657,50,Male,Basic,Hatchback,Major,86913,393670,No,No,4,26,Urban,0
53431,66,Female,Premium,SUV,Major,16136,231519,No,No,2,41,Rural,0
54593,48,Female,Gold,Hatchback,Minor,34391,540163,Yes,Yes,4,40,Urban,0
56639,21,Female,Basic,Truck,Major,89769,201314,No,Yes,3,1,Rural,0
54555,38,Female,Gold,SUV,Major,32258,33039,No,Yes,3,28,Urban,0
57720,26,Male,Premium,Sedan,Total Loss,29250,453860,No,Yes,4,44,Rural,0
53013,32,Female,Premium,Hatchback,Major,31281,527534,Yes,No,0,18,Rural,0
54096,62,Female,Gold,Truck,Total Loss,52464,405450,No,Yes,4,36,Urban,0
54419,45,Male,Basic,Truck,Minor,23079,125241,No,Yes,3,21,Urban,0
52482,37,Female,Gold,Hatchback,Minor,33335,568254,Yes,No,1,44,Rural,0
57538,47,Female,Premium,Hatchback,Minor,52268,299212,Yes,No,2,16,Rural,0
56204,54,Female,Basic,Hatchback,Minor,60256,207928,No,Yes,5,37,Rural,0
50771,71,Female,Basic,Truck,Total Loss,23948,63827,No,No,0,42,Rural,0
52722,24,Female,Premium,SUV,Total Loss,61691,396655,No,No,3,28,Urban,0
54473,25,Female,Gold,Hatchback,Total Loss,33211,506334,Yes,Yes,5,15,Urban,0
53671,69,Female,Gold,SUV,Major,77834,588164,No,Yes,4,38,Urban,0
51310,25,Male,Premium,SUV,Total Loss,80658,136137,Yes,No,2,21,Urban,0
50010,40,Female,Premium,Hatchback,Major,67754,83483,No,No,5,7,Rural,0
52650,46,Male,Basic,Sedan,Total Loss,25017,115723,Yes,No,0,30,Rural,0
53799,38,Female,Gold,Truck,Major,68816,80108,No,Yes,0,46,Rural,0
56893,61,Female,Premium,Hatchback,Total Loss,52464,307118,No,No,2,23,Urban,0
54582,41,Female,Basic,Sedan,Total Loss,69236,192165,Yes,No,3,6,Urban,0
57021,32,Male,Gold,Sedan,Major,64909,174535,No,Yes,3,4,Rural,0
55443,70,Female,Premium,Sedan,Minor,74890,395862,Yes,Yes,3,2,Urban,0
50722,70,Male,Premium,SUV,Total Loss,72110,217219,No,No,4,51,Rural,0
51730,18,Male,Premium,SUV,Major,64316,152217,No,No,4,10,Rural,0
50975,68,Male,Premium,Truck,Total Loss,22005,247631,Yes,Yes,5,38,Rural,0
52413,62,Female,Gold,Hatchback,Total Loss,26213,411204,No,Yes,3,24,Urban,0
50558,68,Female,Gold,SUV,Total Loss,25281,277635,No,No,5,57,Urban,0
50040,68,Female,Gold,Hatchback,Major,66305,376483,Yes,No,3,25,Rural,0
55523,60,Female,Basic,Sedan,Total Loss,47309,468374,No,Yes,2,17,Rural,0
50053,21,Female,Premium,Truck,Minor,67915,54061,No,Yes,4,20,Rural,0
53845,56,Female,Premium,SUV,Minor,36954,547755,Yes,Yes,5,13,Rural,0
55009,60,Male,Premium,Sedan,Major,42664,160362,Yes,No,4,35,Urban,0
54375,29,Female,Basic,Sedan,Total Loss,52464,64000,Yes,Yes,4,17,Urban,0
53064,34,Male,Gold,Sedan,Total Loss,66764,110446,Yes,Yes,4,3,Urban,0
51517,21,Female,Gold,Sedan,Major,64547,370122,Yes,No,2,59,Rural,0
57562,59,Female,Gold,Hatchback,Major,30309,573765,No,No,4,8,Rural,0
51275,42,Male,Gold,Truck,Minor,21645,580474,No,Yes,3,45,Urban,0
